Processor,Benchmark,"HardwareVendor     ",System,#Cores,#Chips,#CoresPerChip,#ThreadsPerCore,Processor,ProcessorMHz,ProcessorCharacteristics,CPU(s)Orderable,AutoParallelization,BasePointerSize,PeakPointerSize,1stLevelCache,2ndLevelCache,3rdLevelCache,OtherCache,Memory,OperatingSystem,FileSystem,Compiler,HWAvail,SWAvail,BaseCopies,Result,Baseline,400Peak,400Base,401Peak,401Base,403Peak,403Base,429Peak,429Base,445Peak,445Base,456Peak,456Base,458Peak,458Base,462Peak,462Base,464Peak,464Base,471Peak,471Base,473Peak,473Base,483Peak,483Base,License,TestedBy,TestSponsor,TestDate,Published,Updated,Price
IntelXeonE5-2420,CINT2006rate,CiscoSystems,CiscoUCSC22M3(IntelXeonE5-24201.90GHz),12,2,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3-12800R-11ECCrunningat1333MHzandCL9),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.3.293ofIntelC++StudioXEforLinux,08/01/12,02/01/12,24,369,354,303,258,200,196,284,286,571,571,273,266,526,439,276,265,2098,2098,445,441,236,221,212,212,355,355,9019,CiscoSystems,CiscoSystems,09/01/12,10/01/12,10/01/12,387
IntelXeonE5-2420,CINT2006rate,CiscoSystems,CiscoUCSC24M3(IntelXeonE5-24201.90GHz),12,2,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3-12800R-11ECCrunningat1333MHzandCL9),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.3.293ofIntelC++StudioXEforLinux,08/01/12,02/01/12,24,369,353,302,258,201,196,284,286,572,572,273,260,526,439,270,260,2099,2099,445,439,236,222,212,212,355,355,9019,CiscoSystems,CiscoSystems,08/01/12,10/01/12,10/01/12,387
IntelXeonE5-2420,CINT2006rate,DellInc.,PowerEdgeM420(IntelXeonE5-24201.90GHz),12,2,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,48GB(6x8GB2Rx4PC3-12800R-11ECCrunningat1333MHz),SUSELinuxEnterpriseServer11SP2(x86_64)3.0.13-0.27-default,ext3,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,05/01/12,02/01/12,24,366,350,305,260,202,196,286,286,564,564,265,260,525,437,270,258,2094,2094,451,441,230,215,210,210,342,342,55,DellInc.,DellInc.,04/01/12,06/01/12,06/01/12,387
IntelXeonE5-2420,CINT2006rate,DellInc.,PowerEdgeM520(IntelXeonE5-24201.90GHz),12,2,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3-12800R-11ECCrunningat1333MHz),SUSELinuxEnterpriseServer11SP2(x86_64)3.0.13-0.27-default,ext3,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,05/01/12,02/01/12,24,366,351,310,258,200,195,286,286,573,573,265,260,525,439,272,258,2091,2091,439,439,233,218,209,209,342,342,55,DellInc.,DellInc.,03/01/12,06/01/12,06/01/12,387
IntelXeonE5-2420,CINT2006rate,DellInc.,PowerEdgeR320(IntelXeonE5-24201.90GHz),6,1,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,1chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,24GB(3x8GB2Rx4PC3-12800R-11ECCrunningat1333MHz),SUSELinuxEnterpriseServer11SP2(x86_64)3.0.13-0.9-default,ext3,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,05/01/12,02/01/12,12,190,182,155,130,107,103,150,150,290,290,133,130,264,220,135,131,1047,1047,233,229,125,117,109,109,195,195,55,DellInc.,DellInc.,03/01/12,06/01/12,06/01/12,387
IntelXeonE5-2420,CINT2006rate,DellInc.,PowerEdgeR420(IntelXeonE5-24201.90GHz),12,2,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,48GB(6x8GB2Rx4PC3-12800R-11ECCrunningat1333MHz),SUSELinuxEnterpriseServer11SP2(x86_64)3.0.13-0.9-default,ext3,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,05/01/12,02/01/12,24,367,351,305,258,201,195,287,287,565,565,265,259,524,438,270,258,2092,2092,456,447,230,215,210,210,351,351,55,DellInc.,DellInc.,02/01/12,06/01/12,06/01/12,387
IntelXeonE5-2420,CINT2006rate,DellInc.,PowerEdgeR520(IntelXeonE5-24201.90GHz),12,2,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,48GB(6x8GB2Rx4PC3-12800R-11ECCrunningat1333MHz),SUSELinuxEnterpriseServer11SP2(x86_64)3.0.13-0.9-default,ext3,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,05/01/12,02/01/12,24,367,352,304,259,202,196,287,287,563,563,264,260,524,437,269,258,2089,2089,457,453,229,215,210,210,351,351,55,DellInc.,DellInc.,03/01/12,06/01/12,06/01/12,387
IntelXeonE5-2420,CINT2006rate,DellInc.,PowerEdgeT320(IntelXeonE5-24201.90GHz),6,1,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,1chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,48GB(6x8GB2Rx4PC3-12800R-11ECCrunningat1333MHz),SUSELinuxEnterpriseServer11SP2(x86_64)3.0.13-0.27-default,ext3,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,06/01/12,02/01/12,12,189,181,155,130,106,102,150,150,289,289,133,130,263,219,135,130,1049,1049,228,228,125,118,108,108,192,192,55,DellInc.,DellInc.,05/01/12,07/01/12,07/01/12,387
IntelXeonE5-2420,CINT2006rate,DellInc.,PowerEdgeT420(IntelXeonE5-24201.90GHz),12,2,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3-12800R-11ECCrunningat1333MHz),SUSELinuxEnterpriseServer11SP2(x86_64)3.0.13-0.27-default,ext3,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,06/01/12,02/01/12,24,366,350,310,257,201,195,284,284,573,573,265,260,525,438,269,259,2090,2090,443,436,234,219,209,209,331,331,55,DellInc.,DellInc.,06/01/12,07/01/12,07/01/12,387
IntelXeonE5-2420,CINT2006rate,Fujitsu,PRIMERGYBX920S3IntelXeonE5-24201.90GHz,6,1,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,48GB(6x8GB2Rx4PC3L-12800R-11ECCrunningat1333MHzandCL9),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.0.293ofIntelC++StudioXEforLinux,05/01/12,02/01/12,12,191,183,155,129,106,103,150,150,292,292,133,130,265,220,139,131,1071,1050,230,227,127,120,110,110,199,199,19,Fujitsu,Fujitsu,04/01/12,06/01/12,06/01/12,387
IntelXeonE5-2420,CINT2006rate,Fujitsu,PRIMERGYBX920S3IntelXeonE5-24201.90GHz,12,2,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3L-12800R-11ECCrunningat1333MHzandCL9),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.0.293ofIntelC++StudioXEforLinux,05/01/12,02/01/12,24,369,352,309,257,201,196,283,283,572,572,264,260,526,438,275,262,2137,2099,445,438,236,222,212,212,345,345,19,Fujitsu,Fujitsu,04/01/12,06/01/12,06/01/12,387
IntelXeonE5-2420,CINT2006rate,Fujitsu,PRIMERGYTX150S8IntelXeonE5-24201.90GHz,6,1,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,1chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,48GB(6x8GB2Rx4PC3L-12800R-11ECCrunningat1333MHzandCL9),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.0.293ofIntelC++StudioXEforLinux,07/01/12,02/01/12,12,191,183,156,130,106,103,150,150,292,292,132,130,264,220,139,132,1071,1050,230,227,127,121,110,109,198,198,19,Fujitsu,Fujitsu,06/01/12,08/01/12,08/01/12,387
IntelXeonE5-2420,CINT2006rate,Fujitsu,PRIMERGYTX200S7IntelXeonE5-24201.90GHz,6,1,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,48GB(6x8GB2Rx4PC3L-12800R-11ECCrunningat1333MHzandCL9),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.0.293ofIntelC++StudioXEforLinux,07/01/12,02/01/12,12,191,182,154,129,106,103,150,150,291,291,136,132,264,221,136,132,1072,1050,229,222,127,120,109,109,201,201,19,Fujitsu,Fujitsu,06/01/12,08/01/12,08/01/12,387
IntelXeonE5-2420,CINT2006rate,Fujitsu,PRIMERGYTX200S7IntelXeonE5-24201.90GHz,12,2,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3L-12800R-11ECCrunningat1333MHzandCL9),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.0.293ofIntelC++StudioXEforLinux,07/01/12,02/01/12,24,367,351,307,257,200,196,283,283,571,571,264,260,526,437,269,259,2135,2100,445,440,236,222,211,211,343,343,19,Fujitsu,Fujitsu,06/01/12,08/01/12,08/01/12,387
IntelXeonE5-2420,CINT2006rate,HITACHI,BladeSymphonyBS320(IntelXeonE5-2420),12,2,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3L-10600R-9ECC),RedHatEnterpriseLinuxServerrelease6.2Kernel2.6.32-220.4.2.el6.x86_64,ext4,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,06/01/12,02/01/12,24,367,350,307,256,201,194,284,284,563,563,268,259,523,439,270,260,2080,2080,448,440,233,219,211,211,347,347,35,HITACHI,HITACHI,07/01/12,08/01/12,08/01/12,387
IntelXeonE5-2420,CINT2006rate,HITACHI,BladeSymphonyBS520A(IntelXeonE5-2420),12,2,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3L-10600R-9ECC),RedHatEnterpriseLinuxServerrelease6.2Kernel2.6.32-220.4.2.el6.x86_64,ext4,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,06/01/12,02/01/12,24,367,351,306,258,202,195,285,285,570,570,270,259,523,439,268,260,2085,2085,443,439,235,220,212,212,345,345,35,HITACHI,HITACHI,06/01/12,07/01/12,07/01/12,387
IntelXeonE5-2420,CINT2006rate,HITACHI,ComputeBlade520A(IntelXeonE5-2420),12,2,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3L-10600R-9ECC),RedHatEnterpriseLinuxServerrelease6.2Kernel2.6.32-220.4.2.el6.x86_64,ext4,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,06/01/12,02/01/12,24,367,351,306,258,202,195,285,285,570,570,270,259,523,439,268,260,2085,2085,443,439,235,220,212,212,345,345,35,HITACHI,HITACHI,06/01/12,07/01/12,07/01/12,387
IntelXeonE5-2420,CINT2006rate,Hewlett-PackardCompany,ProLiantBL420cGen8(1.90GHzIntelXeonE5-2420),12,2,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3-12800R-11ECCrunningat1333MHz),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.3.293ofIntelC++StudioXEforLinux,06/01/12,02/01/12,24,370,354,302,258,202,197,284,286,572,572,273,263,526,437,277,260,2134,2096,445,445,236,221,211,211,353,353,3,Hewlett-PackardCompany,Hewlett-PackardCompany,07/01/12,07/01/12,07/01/12,387
IntelXeonE5-2420,CINT2006rate,Hewlett-PackardCompany,ProLiantDL380eGen8(1.90GHzIntelXeonE5-2420),12,2,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3-12800R-11ECCrunningat1333MHzandCL9),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.el6.x86_64,ext4,C/C++:Version13.1.1.163ofIntelC++StudioXEforLinux,06/01/12,02/01/13,24,370,357,309,265,199,194,283,285,574,574,274,261,493,460,277,264,2217,2217,447,440,235,220,211,211,353,353,3,Hewlett-PackardCompany,Hewlett-PackardCompany,08/01/13,09/01/13,09/01/13,387
IntelXeonE5-2420,CINT2006rate,Huawei,HuaweiBH620V2(IntelXeonE5-2420),12,2,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3-12800R-11ECCrunningat1333MHz),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext3,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,05/01/12,12/01/11,24,368,353,302,256,201,196,288,288,568,568,266,259,527,438,265,258,2091,2091,448,448,234,220,211,211,361,361,3175,Huawei,Huawei,05/01/12,06/01/12,06/01/12,387
IntelXeonE5-2420,CINT2006rate,Huawei,HuaweiRH2285V2(IntelXeonE5-2420),6,1,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,1chip,No,64-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,48GB(6x8GB2Rx4PC3-12800R-11ECCrunningat1333MHz),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,05/01/12,12/01/11,12,190,182,154,129,106,102,149,150,290,290,134,130,265,219,137,131,1048,1048,230,228,127,121,109,109,195,195,3175,Huawei,Huawei,07/01/12,07/01/12,07/01/12,387
IntelXeonE5-2420,CINT2006rate,Huawei,HuaweiRH2285V2(IntelXeonE5-2420),12,2,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3-12800R-11ECCrunningat1333MHz),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,05/01/12,12/01/11,24,367,353,301,257,201,196,283,284,568,568,273,266,524,439,265,260,2093,2093,445,442,233,219,211,211,353,353,3175,Huawei,Huawei,06/01/12,07/01/12,07/01/12,387
IntelXeonE5-2420,CINT2006rate,Huawei,HuaweiRH2285HV2(IntelXeonE5-2420),12,2,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3-12800R-11ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.el6.x86_64,ext4,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,06/01/13,02/01/13,24,370,358,310,265,200,195,283,283,572,572,270,264,495,464,277,262,2225,2225,445,441,232,219,211,211,365,365,3175,Huawei,Huawei,06/01/13,07/01/13,07/01/13,387
IntelXeonE5-2420,CINT2006rate,IBMCorporation,IBMBladeCenterHS23E(IntelXeonE5-24201.90GHz),12,2,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3-12800R-11ECCrunningat1333MHz),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,06/01/12,12/01/11,24,367,352,306,258,202,195,285,285,571,571,265,260,521,439,269,258,2091,2091,444,440,235,221,212,212,350,350,11,IBMCorporation,IBMCorporation,06/01/12,07/01/12,07/01/12,387
IntelXeonE5-2420,CINT2006rate,IBMCorporation,IBMFlexSystemx220(IntelXeonE5-24201.90GHz),12,2,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3-12800R-11ECCrunningat1333MHz),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,06/01/12,12/01/11,24,368,352,306,259,202,195,285,285,570,570,273,266,520,441,276,258,2087,2087,444,442,236,220,212,212,339,339,11,IBMCorporation,IBMCorporation,06/01/12,07/01/12,07/01/12,387
IntelXeonE5-2420,CINT2006rate,IBMCorporation,IBMFlexSystemx222(IntelXeonE5-24201.90GHz),12,2,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3-12800R-11ECCrunningat1333MHz),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version13.0.0.133ofIntelC++StudioXEforLinux,09/01/13,10/01/12,24,372,359,316,267,201,193,286,286,575,575,276,264,498,463,278,263,2231,2231,444,444,236,222,212,212,361,361,11,IBMCorporation,IBMCorporation,06/01/13,11/01/13,11/01/13,387
IntelXeonE5-2420,CINT2006rate,IBMCorporation,IBMSystemx3300M4(IntelXeonE5-24201.90GHz),12,2,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3-12800R-11ECCrunningat1333MHz),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,08/01/12,12/01/11,24,368,352,308,258,202,195,284,285,572,572,267,264,525,440,272,265,2091,2091,444,439,236,220,212,212,340,340,11,IBMCorporation,IBMCorporation,09/01/12,10/01/12,10/01/12,387
IntelXeonE5-2420,CINT2006rate,IBMCorporation,IBMSystemx3530M4(IntelXeonE5-2420),12,2,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3-12800R-11ECCrunningat1333MHz),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,05/01/12,12/01/11,24,366,350,307,257,201,195,283,283,567,567,264,258,524,438,269,258,2084,2084,446,440,236,220,211,211,340,340,11,IBMCorporation,IBMCorporation,07/01/12,08/01/12,08/01/12,387
IntelXeonE5-2420,CINT2006rate,IBMCorporation,IBMSystemx3630M4(IntelXeonE5-2420),12,2,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3-12800R-11ECCrunningat1333MHz),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,05/01/12,12/01/11,24,367,352,308,258,202,196,284,284,571,571,266,260,524,440,271,259,2089,2089,443,440,236,220,212,212,343,343,11,IBMCorporation,IBMCorporation,07/01/12,08/01/12,08/01/12,387
IntelXeonE5-2420,CINT2006rate,NECCorporation,Express5800/R110d-1M(IntelXeonE5-2420),6,1,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,1chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,48GB(6x8GB2Rx4PC3L-12800R-11ECCrunningat1333MHzandCL9),RedHatEnterpriseLinuxServerrelease6.2(Santiago)Kernel2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.2.273ofIntelC++StudioXEforLinux;,05/01/12,12/01/11,12,190,182,152,128,105,102,149,149,290,290,137,133,264,219,139,133,1047,1047,227,226,128,121,107,107,200,200,9006,NECCorporation,NECCorporation,06/01/12,07/01/12,07/01/12,387
IntelXeonE5-2420,CINT2006rate,NECCorporation,Express5800/R120d-1E(IntelXeonE5-2420),6,1,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,48GB(6x8GB2Rx4PC3L-12800R-11ECCrunningat1333MHzandCL9),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.2.273ofIntelC++StudioXEforLinux;,05/01/12,12/01/11,12,190,182,151,128,105,102,149,149,289,289,137,133,264,219,139,133,1048,1048,228,223,128,121,107,107,198,198,9006,NECCorporation,NECCorporation,04/01/12,07/01/12,07/01/12,387
IntelXeonE5-2420,CINT2006rate,NECCorporation,Express5800/R120d-1E(IntelXeonE5-2420),12,2,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3L-12800R-11ECCrunningat1333MHzandCL9),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.2.273ofIntelC++StudioXEforLinux;,05/01/12,12/01/11,24,368,352,300,255,200,194,285,285,567,567,272,266,525,436,271,260,2091,2091,443,439,234,220,208,208,362,362,9006,NECCorporation,NECCorporation,04/01/12,06/01/12,06/01/12,387
IntelXeonE5-2420,CINT2006rate,NECCorporation,Express5800/R120d-2E(IntelXeonE5-2420),6,1,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,48GB(6x8GB2Rx4PC3L-12800R-11ECCrunningat1333MHzandCL9),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.2.273ofIntelC++StudioXEforLinux;,05/01/12,12/01/11,12,190,182,151,128,105,102,149,149,289,289,137,133,264,219,139,133,1048,1048,228,223,128,121,107,107,198,198,9006,NECCorporation,NECCorporation,04/01/12,07/01/12,07/01/12,387
IntelXeonE5-2420,CINT2006rate,NECCorporation,Express5800/R120d-2E(IntelXeonE5-2420),12,2,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3L-12800R-11ECCrunningat1333MHzandCL9),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.2.273ofIntelC++StudioXEforLinux;,05/01/12,12/01/11,24,368,352,300,255,200,194,285,285,567,567,272,266,525,436,271,260,2091,2091,443,439,234,220,208,208,362,362,9006,NECCorporation,NECCorporation,04/01/12,06/01/12,06/01/12,387
IntelXeonE5-2420,CINT2006rate,NECCorporation,Express5800/T110d(IntelXeonE5-2420),6,1,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,1chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,48GB(6x8GB2Rx4PC3L-12800R-11ECCrunningat1333MHzandCL9),RedHatEnterpriseLinuxServerrelease6.2(Santiago)Kernel2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.2.273ofIntelC++StudioXEforLinux;,05/01/12,12/01/11,12,191,183,152,129,106,102,150,150,290,290,137,134,264,220,139,134,1051,1051,231,225,128,121,107,107,200,200,9006,NECCorporation,NECCorporation,05/01/12,06/01/12,06/01/12,387
IntelXeonE5-2420,CINT2006rate,NECCorporation,Express5800/T120d(IntelXeonE5-2420),12,2,6,2,IntelXeonE5-2420,1900,IntelTurboBoostTechnologyupto2.40GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,15MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3L-12800R-11ECCrunningat1333MHzandCL9),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.2.273ofIntelC++StudioXEforLinux;,05/01/12,12/01/11,24,369,353,303,256,200,194,286,286,566,566,273,266,526,439,270,258,2094,2094,446,442,235,220,210,210,365,365,9006,NECCorporation,NECCorporation,04/01/12,06/01/12,06/01/12,387
